key,date,time_rd,lottery,draw,result,best_signal,best_a11,ok_alert,decision,hits_quiniela_topq,hits_quiniela_top12,pale_hits,source_rows_hist_used
2026-05-06|La Primera|Quiniela La Primera Noche|2026-05-06 19:00,2026-05-06,2026-05-06 19:00,La Primera,Quiniela La Primera Noche,85-64-64,0.02942622972175507,3,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-06|Anguilla|Anguila 9PM|2026-05-06 21:00,2026-05-06,2026-05-06 21:00,Anguilla,Anguila 9PM,31-39-28,0.03459408309409953,3,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-06|La Nacional|Loteria Nacional- Noche|2026-05-06 21:00,2026-05-06,2026-05-06 21:00,La Nacional,Loteria Nacional- Noche,51-74-58,0.018268423147319496,4,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-07|La Primera|Quiniela La Primera|2026-05-07 12:00,2026-05-07,2026-05-07 12:00,La Primera,Quiniela La Primera,66-51-53,0.01971384230081968,2,False,⚠️ JUGAR,0,0,0,534.0
2026-05-07|La Suerte|Quiniela La Suerte|2026-05-07 12:30,2026-05-07,2026-05-07 12:30,La Suerte,Quiniela La Suerte,26-14-84,0.0336743690445867,3,False,🔥 JUGAR AGRESIVO,0,0,0,1074.0
2026-05-07|Anguilla|Anguila 1PM|2026-05-07 13:00,2026-05-07,2026-05-07 13:00,Anguilla,Anguila 1PM,75-16-03,0.012773586558835662,3,False,⚠️ JUGAR,0,0,0,1614.0
2026-05-07|La Nacional|Loteria Nacional- Gana Más|2026-05-07 14:30,2026-05-07,2026-05-07 14:30,La Nacional,Loteria Nacional- Gana Más,39-42-82,0.013859691593483442,2,False,❌ NO JUGAR,0,0,0,2148.0
2026-05-07|Anguilla|Anguila 6PM|2026-05-07 18:00,2026-05-07,2026-05-07 18:00,Anguilla,Anguila 6PM,39-40-49,0.007809793407230459,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-07|La Suerte|Quiniela La Suerte 6PM|2026-05-07 18:00,2026-05-07,2026-05-07 18:00,La Suerte,Quiniela La Suerte 6PM,35-66-25,0.012659737031362387,2,False,❌ NO JUGAR,0,1,0,2400.0
2026-05-07|La Primera|Quiniela La Primera Noche|2026-05-07 19:00,2026-05-07,2026-05-07 19:00,La Primera,Quiniela La Primera Noche,95-86-56,,,False,❌ NO JUGAR,0,0,0,0.0
2026-05-07|Anguilla|Anguila 9PM|2026-05-07 21:00,2026-05-07,2026-05-07 21:00,Anguilla,Anguila 9PM,77-03-25,0.034540214042472026,3.0,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-07|La Nacional|Loteria Nacional- Noche|2026-05-07 21:00,2026-05-07,2026-05-07 21:00,La Nacional,Loteria Nacional- Noche,39-87-17,0.018199014745347766,4.0,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-08|Anguilla|Anguila 1PM|2026-05-08 13:00,2026-05-08,2026-05-08 13:00,Anguilla,Anguila 1PM,69-86-47,0.013302490913821697,3,False,⚠️ JUGAR,0,1,0,1614.0
2026-05-08|La Nacional|Loteria Nacional- Gana Más|2026-05-08 14:30,2026-05-08,2026-05-08 14:30,La Nacional,Loteria Nacional- Gana Más,93-64-13,0.019533261625892605,3,False,⚠️ JUGAR,0,1,0,2148.0
2026-05-08|Anguilla|Anguila 6PM|2026-05-08 18:00,2026-05-08,2026-05-08 18:00,Anguilla,Anguila 6PM,36-63-97,0.009265295536014493,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-08|La Suerte|Quiniela La Suerte 6PM|2026-05-08 18:00,2026-05-08,2026-05-08 18:00,La Suerte,Quiniela La Suerte 6PM,31-71-79,0.012659737031362387,2,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-08|La Primera|Quiniela La Primera Noche|2026-05-08 19:00,2026-05-08,2026-05-08 19:00,La Primera,Quiniela La Primera Noche,99-83-79,,,False,❌ NO JUGAR,0,0,0,0.0
2026-05-08|Anguilla|Anguila 9PM|2026-05-08 21:00,2026-05-08,2026-05-08 21:00,Anguilla,Anguila 9PM,81-37-50,0.03275645558305953,3.0,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-08|La Nacional|Loteria Nacional- Noche|2026-05-08 21:00,2026-05-08,2026-05-08 21:00,La Nacional,Loteria Nacional- Noche,51-41-55,0.030797474541093738,2.0,False,❌ NO JUGAR,0,0,0,2400.0
2026-05-09|La Primera|Quiniela La Primera|2026-05-09 12:00,2026-05-09,2026-05-09 12:00,La Primera,Quiniela La Primera,54-39-37,0.019663914657921562,2,False,⚠️ JUGAR,0,0,0,534.0
